contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
medikoo,train,Human,20,4,8,3,0.375,2.5,1.0,2.828,0.462,1.5,5.0,1.5,7.348,0.575,4.5,1.818,1.0,1.25,0.318,1.5,1.125,1.0,0.354,0.097,0.0,11.357,0.0,28.347,0.608,1.337,172.762,169.535,137.688,0.424,233.344,97.502,35.026,127.668,0.646,166.119,128.701,41.842,169.239,0.613,262.092
jbrockmendel,train,Human,41,5,3,3,1.0,13.667,3.0,18.475,0.52,16.0,8.2,7.0,8.408,0.478,7.0,5.125,2.0,8.903,0.619,2.25,2.333,2.0,0.577,0.095,0.5,244.556,46.249,459.409,0.611,188.267,25.63,18.988,30.214,0.559,29.628,53.396,3.873,118.321,0.793,52.376,48.952,18.988,87.538,0.694,63.71
activeeon-bot,train,Bot,85,3,23,1,0.043,3.696,3.0,2.914,0.177,0.0,28.333,17.0,33.471,0.502,32.0,1.181,1.0,0.793,0.146,0.0,1.087,1.0,0.288,0.073,0.0,14.085,0.0,67.974,0.311,0.0,4.693,0.037,16.11,0.924,0.099,16.039,0.05,43.922,0.879,0.697,41.172,38.855,29.688,0.379,30.488
buf-release-bot[bot],train,Bot,49,3,1,1,1.0,49.0,49.0,0.0,0.0,0.0,16.333,21.0,8.083,0.19,7.0,49.0,49.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2185.985,2185.985,0.0,0.0,0.0,,,0.0,0.0,,45.541,0.004,114.131,0.864,5.105,45.541,0.004,114.131,0.864,5.105
bogdan0083,train,Human,6,1,6,6,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.435,353.009,362.386,0.499,541.958,359.435,353.009,362.386,0.499,541.958,,,0.0,0.0,
exsules-bot,train,Bot,275,6,2,2,1.0,137.5,137.5,184.555,0.475,130.5,45.833,1.5,108.84,0.812,1.0,91.667,121.0,74.467,0.339,70.0,3.0,3.0,2.828,0.333,2.0,721.941,962.268,635.632,0.37,600.592,10.222,10.222,4.808,0.166,3.399,7.979,1.382,10.259,0.601,20.648,3.549,0.379,5.6,0.63,5.056
trux-bot[bot],train,Bot,202,5,2,1,0.5,101.0,101.0,141.421,0.495,100.0,40.4,50.0,20.912,0.188,1.0,67.333,84.0,59.769,0.383,58.0,3.0,3.0,2.828,0.333,2.0,205.687,176.063,221.986,0.215,220.499,1.918,1.918,1.621,0.299,1.146,3.089,0.001,8.451,0.872,0.002,3.089,0.001,8.451,0.872,0.002
dmichel1,train,Human,6,2,5,5,1.0,1.2,1.0,0.447,0.133,0.0,3.0,3.0,1.414,0.167,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.519,222.129,276.314,0.433,188.574,303.519,222.129,276.314,0.433,188.574,195.951,195.951,37.021,0.067,26.178
richienb,train,Human,175,14,97,81,0.835,1.804,1.0,2.49,0.403,0.0,12.5,5.0,18.793,0.608,11.0,1.357,1.0,1.044,0.232,0.0,1.371,1.0,1.034,0.242,0.0,0.271,0.0,1.675,0.856,0.0,16.727,4.529,24.463,0.682,23.087,12.506,1.127,22.161,0.754,16.267,11.908,0.384,20.903,0.761,15.823
octokit-fixture-user-a,train,Bot,250,4,125,1,0.008,2.0,2.0,0.898,0.24,2.0,62.5,50.0,43.301,0.3,25.0,2.0,2.0,0.898,0.24,2.0,2.0,2.0,0.898,0.24,2.0,0.001,0.001,0.001,0.11,0.002,4.838,0.004,10.131,0.813,0.002,2.41,0.001,7.535,0.907,0.004,0.002,0.001,0.002,0.418,0.003
pipedrive-bot,train,Bot,10,2,2,1,0.5,5.0,5.0,1.414,0.1,1.0,5.0,5.0,0.0,0.0,0.0,1.429,1.0,0.535,0.171,1.0,2.0,2.0,0.0,0.0,0.0,0.001,0.0,0.001,0.039,0.002,88.313,0.002,214.912,0.798,2.161,58.876,0.002,175.547,0.874,0.001,75.697,0.002,199.006,0.832,1.441
cilium-renovate[bot],train,Bot,190,6,2,1,0.5,95.0,95.0,15.556,0.058,11.0,31.667,32.0,17.201,0.277,17.75,8.261,4.0,8.024,0.501,14.5,6.0,6.0,0.0,0.0,0.0,10.818,1.012,21.109,0.726,14.121,9.207,0.978,17.415,0.775,2.648,2.388,0.014,8.308,0.908,0.747,2.088,0.008,7.759,0.914,0.49
drug007,train,Human,6,4,3,3,1.0,2.0,1.0,1.732,0.333,1.5,1.5,1.0,1.0,0.25,0.5,2.0,1.0,1.732,0.333,1.5,1.333,1.0,0.577,0.167,0.5,0.041,0.0,0.071,0.0,0.061,120.374,120.374,37.951,0.111,26.835,48.174,0.071,68.587,0.644,93.509,80.26,93.539,74.483,0.408,73.59
suschizu,train,Human,7,3,5,5,1.0,1.4,1.0,0.548,0.171,1.0,2.333,2.0,1.528,0.286,1.5,1.4,1.0,0.548,0.171,1.0,1.4,1.0,0.548,0.171,1.0,7.931,0.0,11.532,0.138,14.339,461.377,475.251,444.946,0.446,697.878,314.194,91.358,413.267,0.609,617.091,345.552,25.313,453.996,0.59,778.758
i-like-robots,train,Human,51,9,13,4,0.308,3.923,2.0,4.132,0.452,1.0,5.667,1.0,10.571,0.675,1.0,1.962,1.0,2.6,0.431,0.0,1.538,1.0,1.664,0.315,0.0,51.061,0.0,172.02,0.656,0.0,28.636,0.029,66.174,0.823,23.729,40.87,0.072,108.468,0.867,20.254,77.105,18.955,125.406,0.715,57.38
softagram[bot],train,Bot,141,1,1,1,1.0,141.0,141.0,0.0,0.0,0.0,141.0,141.0,0.0,0.0,0.0,141.0,141.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2183.999,2183.999,0.0,0.0,0.0,,,0.0,0.0,,15.6,23.994,13.162,0.405,23.999,,,0.0,0.0,
hashicorp-tsccr[bot],train,Bot,178,2,67,1,0.015,2.618,2.0,0.947,0.195,1.0,89.0,89.0,8.485,0.034,6.0,1.017,1.0,0.13,0.017,0.0,1.912,2.0,0.286,0.042,0.0,0.0,0.0,0.0,0.105,0.0,1.134,0.0,9.721,0.97,0.0,1.114,0.0,9.639,0.971,0.0,2.615,0.0,15.637,0.949,0.0
darrachequesne,train,Human,118,11,9,3,0.333,13.111,2.0,26.877,0.748,7.0,10.727,6.0,11.984,0.538,11.5,3.471,2.0,6.806,0.564,2.0,3.0,2.0,2.828,0.444,3.0,18.991,0.004,61.755,0.834,0.572,46.437,0.381,88.258,0.793,55.834,18.616,0.116,55.82,0.901,0.498,23.63,0.209,64.615,0.881,1.243
update-docs[bot],train,Bot,300,1,15,8,0.533,20.0,10.0,25.1,0.608,28.5,300.0,300.0,0.0,0.0,0.0,1.327,1.0,0.692,0.202,0.0,1.0,1.0,0.0,0.0,0.0,0.445,0.0,1.909,0.723,0.0,5.235,1.736,10.426,0.696,4.751,4.276,1.379,9.289,0.725,3.393,,,0.0,0.0,
nathanwalker,train,Human,256,17,48,27,0.562,5.333,1.5,11.157,0.651,3.25,15.059,7.0,22.78,0.61,13.0,2.207,1.0,2.29,0.422,1.0,2.292,1.0,2.343,0.43,2.0,0.99,0.0,3.95,0.852,0.03,16.635,2.725,31.137,0.741,20.652,7.952,0.08,22.417,0.857,3.106,7.552,0.035,23.189,0.879,2.239
react-translations-bot,train,Bot,300,3,38,1,0.026,7.895,9.0,1.59,0.092,2.0,100.0,135.0,60.622,0.233,52.5,1.667,2.0,0.473,0.133,1.0,2.737,3.0,0.503,0.075,0.0,0.0,0.0,0.0,0.187,0.001,3.773,0.001,24.181,0.971,0.001,2.259,0.001,18.78,0.983,0.0,2.61,0.0,20.24,0.981,0.0
softagram-dev-dogfood[bot],train,Bot,211,1,1,1,1.0,211.0,211.0,0.0,0.0,0.0,211.0,211.0,0.0,0.0,0.0,211.0,211.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2184.002,2184.002,0.0,0.0,0.0,,,0.0,0.0,,10.4,0.026,14.227,0.59,23.976,,,0.0,0.0,
plumedbot,train,Bot,261,2,10,2,0.2,26.1,16.0,38.541,0.56,13.25,130.5,130.5,3.536,0.01,2.5,1.554,1.0,1.611,0.317,0.0,1.0,1.0,0.0,0.0,0.0,7.632,0.0,48.197,0.825,0.0,5.399,0.086,19.481,0.896,0.688,8.399,0.191,39.575,0.889,2.71,7.574,0.056,23.127,0.867,3.128
carsonbot,train,Bot,38,3,3,1,0.333,12.667,3.0,17.616,0.544,15.5,12.667,10.0,9.292,0.316,9.0,6.333,1.5,10.727,0.649,3.25,1.667,1.0,1.155,0.267,1.0,5.074,0.0,8.399,0.436,7.91,2.791,0.287,5.682,0.733,0.075,1.2,0.001,3.654,0.886,0.212,7.106,2.687,7.836,0.522,11.322
github-merge-queue[bot],train,Bot,300,3,80,57,0.712,3.75,3.0,3.388,0.361,1.0,100.0,107.0,14.799,0.06,13.5,1.657,1.0,0.98,0.257,1.0,2.488,3.0,0.779,0.148,1.0,0.0,0.0,0.001,0.667,0.0,0.003,0.002,0.003,0.504,0.003,0.002,0.001,0.003,0.574,0.002,0.002,0.0,0.003,0.585,0.002
opentelemetrybot,train,Bot,271,8,20,4,0.2,13.55,2.5,32.88,0.762,2.0,33.875,18.5,33.276,0.455,26.25,4.517,2.0,5.338,0.542,5.25,1.8,1.0,1.824,0.375,0.25,6.873,0.006,21.106,0.816,1.225,5.169,1.699,10.281,0.714,4.62,2.657,0.044,8.264,0.881,0.896,2.583,0.01,8.008,0.889,0.877
cf-ci-bot,train,Bot,136,4,13,1,0.077,10.462,6.0,11.695,0.499,9.0,34.0,31.0,29.642,0.404,21.0,3.886,3.0,3.818,0.28,0.0,2.692,3.0,0.751,0.097,0.0,24.366,0.001,83.335,0.914,0.0,31.377,10.448,46.875,0.68,29.638,14.22,0.019,48.501,0.895,3.752,10.886,0.001,31.191,0.887,3.816
mhvk,train,Human,226,10,10,6,0.6,22.6,3.0,38.971,0.717,12.25,22.6,13.5,29.296,0.557,21.75,2.974,2.0,2.971,0.455,3.0,2.7,1.5,2.359,0.419,2.75,4.035,0.018,17.657,0.857,1.038,4.638,0.358,11.753,0.809,2.751,2.909,0.099,8.932,0.87,1.297,4.314,0.235,11.324,0.839,1.974
chef-expeditor[bot],train,Bot,300,6,17,3,0.176,17.647,8.0,18.668,0.526,22.0,50.0,17.0,62.196,0.579,89.25,3.797,4.0,2.534,0.33,2.0,2.294,2.0,0.92,0.208,1.0,2.377,0.019,9.315,0.889,0.674,4.002,1.082,9.323,0.761,3.183,1.672,0.021,6.849,0.883,0.549,1.735,0.0,7.105,0.877,0.518
phpmyadmin-bot,train,Bot,131,4,21,18,0.857,6.238,2.0,11.441,0.643,3.0,32.75,19.5,42.288,0.582,48.75,2.259,1.0,4.474,0.446,1.0,1.0,1.0,0.0,0.0,0.0,13.17,0.0,36.779,0.73,0.591,25.092,20.772,23.946,0.488,25.249,16.878,3.993,24.296,0.685,23.998,26.935,21.934,24.043,0.463,28.374
runelite-github-app[bot],train,Bot,144,1,1,1,1.0,144.0,144.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,993.18,993.18,0.0,0.0,0.0,,,0.0,0.0,,6.945,5.053,8.277,0.547,8.717,,,0.0,0.0,
knative-automation,train,Bot,292,3,70,3,0.043,4.171,3.0,3.587,0.427,3.0,97.333,51.0,102.666,0.432,94.5,1.187,1.0,0.421,0.131,0.0,1.729,2.0,0.448,0.114,1.0,0.098,0.0,1.53,0.923,0.0,1.374,0.011,7.745,0.957,0.053,1.239,0.004,7.246,0.957,0.037,0.235,0.0,1.463,0.961,0.002
pkozlowski-opensource,train,Human,149,11,2,2,1.0,74.5,74.5,75.66,0.359,53.5,13.545,9.0,10.652,0.376,8.0,4.656,1.0,9.213,0.652,2.0,6.0,6.0,5.657,0.333,4.0,24.031,0.0,77.246,0.799,1.113,2.593,0.111,8.714,0.896,0.499,5.739,0.077,32.869,0.93,0.666,5.63,0.074,36.746,0.941,0.574
qgis-bot,train,Bot,288,6,2,1,0.5,144.0,144.0,87.681,0.215,62.0,48.0,40.0,40.591,0.427,67.0,5.236,4.0,4.989,0.491,7.0,4.0,4.0,1.414,0.125,1.0,9.128,0.032,17.745,0.719,11.471,6.7,0.678,14.224,0.777,2.98,3.01,0.004,8.599,0.859,1.811,3.159,0.006,8.969,0.859,1.909
wojciech-piotrowiak,train,Human,231,9,5,2,0.4,46.2,30.0,54.728,0.547,46.0,25.667,16.0,24.005,0.49,42.0,11.0,5.0,17.161,0.626,11.0,5.6,6.0,2.191,0.171,0.0,76.494,7.033,141.349,0.708,40.555,27.891,17.815,45.868,0.667,26.495,9.41,0.026,40.883,0.929,0.737,6.534,0.016,30.014,0.924,0.256
leemannd,train,Human,128,9,40,3,0.075,3.2,2.0,3.268,0.471,4.0,14.222,5.0,25.302,0.684,5.0,1.32,1.0,1.311,0.227,0.0,1.3,1.0,0.564,0.181,0.25,0.834,0.0,4.384,0.712,0.0,18.743,0.009,58.624,0.89,2.746,14.805,0.039,51.501,0.905,1.449,26.771,0.465,72.088,0.847,18.504
yeetari,train,Human,15,2,4,3,0.75,3.75,4.0,2.63,0.317,4.25,7.5,7.5,9.192,0.433,6.5,2.143,2.0,1.345,0.305,2.0,1.25,1.0,0.5,0.15,0.25,53.209,0.006,91.332,0.535,77.487,246.114,199.848,232.993,0.474,392.765,132.082,37.156,185.371,0.664,176.107,63.158,63.158,22.281,0.125,15.755
yungsters,train,Human,125,10,11,4,0.364,11.364,11.0,11.43,0.509,14.0,12.5,7.5,11.247,0.458,19.0,1.603,1.0,1.262,0.299,1.0,2.545,2.0,1.368,0.286,2.0,4.002,0.0,16.622,0.786,0.073,23.442,0.111,70.064,0.887,4.217,17.074,0.146,57.128,0.898,3.924,20.295,0.175,63.65,0.892,4.735
tustin,train,Human,18,6,5,4,0.8,3.6,2.0,3.209,0.422,5.0,3.0,2.0,3.033,0.426,1.5,2.571,1.0,2.37,0.413,3.0,2.0,1.0,1.414,0.32,2.0,51.773,0.0,134.763,0.655,2.52,246.675,87.557,421.54,0.699,192.481,108.38,0.515,271.754,0.853,16.049,75.21,2.889,125.673,0.738,123.023
engprod-2[bot],train,Bot,68,1,2,1,0.5,34.0,34.0,39.598,0.412,28.0,68.0,68.0,0.0,0.0,0.0,7.556,2.0,10.899,0.614,11.0,1.0,1.0,0.0,0.0,0.0,196.341,12.532,269.313,0.476,484.078,52.283,25.9,63.858,0.561,49.683,32.617,14.727,45.526,0.639,30.541,,,0.0,0.0,
wpt-pr-bot,train,Bot,114,3,1,1,1.0,114.0,114.0,0.0,0.0,0.0,38.0,8.0,55.462,0.573,49.0,114.0,114.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,355.585,355.585,0.0,0.0,0.0,,,0.0,0.0,,3.147,0.579,8.514,0.811,1.885,2.099,1.018,4.341,0.675,1.46
juul-mobile-bot,train,Bot,209,5,10,1,0.1,20.9,21.0,6.79,0.169,7.0,41.8,24.0,42.558,0.486,76.0,3.426,4.0,1.543,0.245,2.0,3.6,3.5,0.699,0.094,1.0,0.003,0.001,0.009,0.681,0.002,13.996,0.005,46.282,0.916,0.008,4.038,0.001,25.513,0.975,0.002,4.2,0.001,26.008,0.974,0.002
xieziyu,train,Human,49,10,8,5,0.625,6.125,1.0,10.75,0.666,4.0,4.9,3.0,5.859,0.459,1.5,3.5,1.0,4.895,0.573,1.5,2.25,1.0,2.816,0.458,0.5,0.563,0.0,1.92,0.685,0.08,129.246,23.252,179.088,0.67,237.373,35.168,0.024,107.455,0.905,0.155,41.423,0.028,120.106,0.892,0.971
rmconsole7-wk,train,Bot,34,4,13,1,0.077,2.615,2.0,1.325,0.231,1.0,8.5,7.5,5.066,0.279,6.5,2.267,2.0,1.28,0.247,0.0,1.923,2.0,0.494,0.105,0.0,0.0,0.0,0.001,0.571,0.0,101.785,5.919,219.544,0.813,68.745,43.182,0.0,148.965,0.891,0.076,47.615,0.0,166.872,0.88,4.507
florianwilhelm,train,Human,185,14,16,12,0.75,11.562,1.0,25.92,0.775,3.5,13.214,7.0,18.954,0.551,6.5,5.606,2.0,8.514,0.621,7.0,2.625,1.0,3.222,0.5,0.75,32.178,0.025,128.761,0.854,10.902,32.251,18.623,45.996,0.613,30.961,11.38,0.101,27.611,0.841,6.065,11.094,0.043,29.41,0.86,3.203
nikita-web-ua,train,Human,107,8,2,1,0.5,53.5,53.5,0.707,0.005,0.5,13.375,9.0,12.466,0.431,7.0,2.61,2.0,2.048,0.387,2.0,7.5,7.5,0.707,0.033,0.5,18.644,0.027,38.657,0.706,6.074,19.481,0.495,39.093,0.787,22.733,14.563,0.215,33.329,0.839,6.58,13.214,0.096,33.04,0.86,2.382
ttacon,train,Human,15,5,5,5,1.0,3.0,1.0,4.472,0.533,0.0,3.0,1.0,3.464,0.48,2.0,3.0,1.0,4.472,0.533,0.0,1.4,1.0,0.894,0.229,0.0,2.393,0.0,5.352,0.0,0.0,218.719,210.198,192.35,0.424,205.083,63.346,0.106,137.643,0.818,8.4,174.979,149.22,193.17,0.424,271.15
ajgeiss0702,train,Human,299,4,7,3,0.429,42.714,3.0,100.772,0.804,9.0,74.75,3.0,144.839,0.732,74.25,9.967,2.0,20.619,0.734,4.75,1.286,1.0,0.488,0.159,0.5,55.089,0.361,142.713,0.774,18.439,15.242,2.992,22.899,0.684,21.412,7.029,0.59,14.776,0.794,5.139,6.472,1.523,8.611,0.641,11.556
magopian,train,Human,253,12,8,4,0.5,31.625,11.0,43.638,0.589,19.75,21.083,10.0,31.927,0.609,10.25,3.085,1.0,3.736,0.512,2.0,3.5,2.5,3.162,0.438,3.5,5.124,0.0,16.747,0.81,0.5,11.127,0.292,46.03,0.872,5.001,5.244,0.175,27.472,0.904,1.242,6.311,0.132,34.574,0.911,1.217
9il,train,Human,13,4,5,2,0.4,2.6,2.0,2.51,0.4,1.0,3.25,3.0,2.217,0.327,2.75,1.625,1.5,0.744,0.221,1.0,1.8,2.0,0.837,0.222,1.0,70.0,0.001,140.774,0.592,44.323,177.269,0.091,468.434,0.857,0.578,150.074,0.071,362.34,0.848,44.803,202.88,0.071,439.775,0.816,96.006
f,train,Human,252,7,3,3,1.0,84.0,1.0,143.76,0.659,124.5,36.0,27.0,25.166,0.347,22.5,50.4,20.0,73.473,0.64,53.0,3.0,1.0,3.464,0.444,3.0,6.816,0.09,14.52,0.639,1.218,0.012,0.009,0.011,0.421,0.012,0.136,0.001,1.073,0.969,0.006,0.115,0.001,0.95,0.967,0.006
rkern,train,Human,78,7,6,6,1.0,13.0,1.5,18.428,0.628,23.5,11.143,8.0,10.761,0.48,13.0,2.364,2.0,1.834,0.368,2.0,2.833,1.5,2.483,0.402,4.0,27.111,0.183,49.481,0.622,36.759,39.787,17.117,63.661,0.666,43.442,28.154,10.237,51.284,0.727,28.507,36.311,12.146,62.661,0.713,36.108
authentik-automation[bot],train,Bot,213,10,4,1,0.25,53.25,14.0,87.762,0.668,60.75,21.3,22.0,13.442,0.314,9.0,6.656,2.0,9.258,0.6,6.25,3.5,2.0,3.786,0.464,3.5,28.436,0.001,58.868,0.785,9.412,3.997,0.289,8.574,0.793,4.003,4.877,0.001,10.044,0.805,2.692,4.31,0.002,9.413,0.816,2.356
substrate-tip-bot[bot],train,Bot,59,1,2,2,1.0,29.5,29.5,36.062,0.432,25.5,59.0,59.0,0.0,0.0,0.0,11.8,9.0,12.029,0.481,13.0,1.0,1.0,0.0,0.0,0.0,309.889,97.085,387.599,0.586,633.853,87.863,78.681,44.848,0.239,45.164,32.774,0.32,66.79,0.791,49.518,,,0.0,0.0,
antonmedv,train,Human,243,16,21,15,0.714,11.571,2.0,29.576,0.776,4.0,15.188,7.0,21.612,0.588,15.25,4.263,1.0,7.668,0.63,2.0,2.714,2.0,2.648,0.438,2.0,6.183,0.0,14.104,0.65,3.272,10.664,3.83,15.566,0.674,12.777,3.924,0.129,9.63,0.842,1.894,4.83,0.148,10.892,0.824,3.647
zbateson,train,Human,16,5,3,1,0.333,5.333,6.0,2.082,0.167,2.0,3.2,2.0,3.834,0.475,1.0,1.6,1.0,1.075,0.288,0.75,2.667,3.0,1.528,0.25,1.5,134.139,0.0,424.152,0.667,0.004,30.517,0.021,73.877,0.846,0.156,107.736,0.043,310.512,0.879,26.238,195.438,0.123,416.73,0.796,157.106
meterian-bot,train,Bot,300,1,14,1,0.071,21.429,21.0,0.514,0.011,1.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686,0.026,6.298,0.922,0.0,1.686,0.026,6.298,0.922,0.0,,,0.0,0.0,
css-meeting-bot,train,Bot,169,2,11,3,0.273,15.364,9.0,21.449,0.597,16.5,84.5,84.5,81.317,0.34,57.5,2.522,2.0,2.084,0.4,2.0,1.455,1.0,0.522,0.17,1.0,0.309,0.056,0.463,0.419,0.53,25.499,1.081,45.266,0.758,21.919,10.141,0.184,30.84,0.895,0.484,19.853,0.186,44.063,0.834,11.935
svc-excavator-bot,train,Bot,175,3,83,3,0.036,2.083,2.0,1.89,0.235,0.0,58.333,61.0,4.619,0.03,4.0,1.458,1.0,0.647,0.19,1.0,1.726,2.0,0.499,0.135,1.0,0.111,0.0,0.764,0.952,0.0,0.194,0.014,0.461,0.795,0.074,0.209,0.003,0.527,0.84,0.047,0.036,0.001,0.142,0.892,0.015
updateclibot[bot],train,Bot,286,3,1,1,1.0,286.0,286.0,0.0,0.0,0.0,95.333,14.0,143.479,0.583,125.0,286.0,286.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.053,7.053,0.0,0.0,0.0,,,0.0,0.0,,0.025,0.001,0.287,0.965,0.001,0.154,0.001,0.793,0.952,0.003
jbalsas,train,Human,7,4,1,1,1.0,7.0,7.0,0.0,0.0,0.0,1.75,1.5,0.957,0.25,1.25,7.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.768,4.768,0.0,0.0,0.0,,,0.0,0.0,,0.795,0.012,1.894,0.82,0.043,0.951,0.013,2.074,0.788,0.056
elementorbot,train,Bot,300,1,11,11,1.0,27.273,14.0,44.905,0.628,18.0,300.0,300.0,0.0,0.0,0.0,1.449,1.0,0.885,0.249,1.0,1.0,1.0,0.0,0.0,0.0,0.386,0.0,2.362,0.899,0.0,1.495,0.0,7.457,0.942,0.001,1.298,0.0,6.475,0.941,0.0,,,0.0,0.0,
feuyeux,train,Human,189,8,24,1,0.042,7.875,3.5,11.528,0.591,4.25,23.625,5.5,43.549,0.708,17.5,2.487,2.0,2.03,0.39,2.0,2.083,2.0,1.176,0.292,2.0,11.338,0.025,24.893,0.699,3.644,17.581,5.14,27.871,0.69,20.438,11.597,1.898,21.767,0.762,14.783,7.74,0.096,18.511,0.832,4.208
dxrobot,train,Bot,209,4,11,2,0.182,19.0,4.0,47.894,0.761,4.0,52.25,54.5,51.455,0.446,83.75,5.359,2.0,8.773,0.632,1.0,1.636,2.0,0.505,0.141,1.0,41.174,0.001,100.83,0.798,0.156,14.319,0.008,28.916,0.815,6.922,10.336,0.001,26.058,0.86,2.644,10.562,0.001,26.476,0.859,2.644
code-inside-bot,train,Bot,300,1,2,1,0.5,150.0,150.0,175.362,0.413,124.0,300.0,300.0,0.0,0.0,0.0,5.769,1.0,5.008,0.432,10.0,1.0,1.0,0.0,0.0,0.0,0.004,0.0,0.004,0.068,0.008,12.27,1.994,11.096,0.445,20.008,2.094,0.001,6.483,0.905,0.002,,,0.0,0.0,
47erbot,train,Bot,238,5,11,3,0.273,21.636,19.0,11.201,0.273,13.5,47.6,57.0,24.521,0.202,2.0,2.615,2.0,1.306,0.228,2.0,4.182,4.0,0.603,0.067,0.5,0.534,0.001,5.023,0.986,0.002,9.328,0.012,24.259,0.877,0.05,3.747,0.001,15.835,0.947,0.009,3.844,0.001,16.029,0.946,0.007
bridgekeeper[bot],train,Bot,284,2,16,1,0.062,17.75,4.0,42.899,0.717,9.5,142.0,142.0,156.978,0.391,111.0,2.236,1.0,2.399,0.419,1.0,1.438,1.0,0.512,0.171,1.0,0.815,0.0,2.212,0.71,0.55,1.451,0.71,1.947,0.601,1.657,1.012,0.4,1.589,0.669,1.12,0.961,0.011,2.165,0.799,1.066
glassfish-bot,train,Bot,53,3,3,1,0.333,17.667,2.0,27.135,0.591,23.5,17.667,7.0,18.475,0.403,16.0,13.25,4.0,19.923,0.599,13.25,2.333,2.0,0.577,0.095,0.5,516.975,14.645,1014.517,0.486,531.619,25.9,33.306,17.774,0.284,16.576,41.261,19.153,67.149,0.669,42.412,13.837,5.621,16.077,0.463,24.18
dotnet-maestro-int[bot],train,Bot,270,5,4,1,0.25,67.5,34.5,85.512,0.548,82.0,54.0,70.0,23.791,0.199,42.0,3.857,2.0,4.944,0.531,3.0,3.5,3.5,1.732,0.214,3.0,1.041,0.0,7.723,0.963,0.017,0.287,0.001,2.141,0.968,0.015,0.344,0.001,4.071,0.984,0.015,0.384,0.001,4.3,0.983,0.015
raspberrypilearningbot,train,Bot,106,5,34,1,0.029,3.029,2.0,2.854,0.399,3.0,21.2,13.0,20.241,0.449,15.0,2.12,1.0,1.698,0.369,2.0,1.514,1.0,0.951,0.267,0.5,0.867,0.0,3.834,0.884,0.018,40.202,19.162,55.135,0.666,68.394,19.174,0.089,42.434,0.829,19.162,22.094,0.13,48.105,0.824,19.227
whyrusleeping,train,Human,98,10,7,4,0.571,14.0,3.0,25.126,0.694,9.0,9.8,8.0,9.355,0.484,13.5,6.533,5.0,6.174,0.488,9.0,2.857,2.0,2.34,0.4,3.0,22.831,7.673,30.99,0.541,35.087,88.849,10.669,144.486,0.725,80.563,16.354,0.444,61.71,0.904,4.853,15.177,0.584,54.335,0.892,5.473
slok,train,Human,293,9,6,2,0.333,48.833,4.5,108.435,0.787,9.5,32.556,2.0,90.181,0.84,2.0,18.312,7.5,24.434,0.638,28.0,2.833,1.0,2.858,0.441,3.75,22.803,0.346,37.13,0.617,24.544,1.539,1.176,1.546,0.53,2.454,1.329,0.723,1.815,0.564,1.287,0.82,0.108,1.33,0.73,1.141
wodbot,train,Bot,300,2,26,1,0.038,11.538,8.0,9.122,0.415,12.0,150.0,150.0,131.522,0.31,93.0,1.255,1.0,0.548,0.167,0.0,1.654,2.0,0.485,0.137,1.0,0.101,0.0,1.556,0.941,0.0,2.494,0.0,16.836,0.931,0.0,2.065,0.0,15.102,0.936,0.0,0.998,0.0,5.855,0.912,0.0
d2ai-bot,train,Bot,28,3,3,1,0.333,9.333,8.0,4.163,0.19,4.0,9.333,11.0,2.887,0.119,2.5,1.647,2.0,0.493,0.139,1.0,1.667,2.0,0.577,0.133,0.5,0.0,0.0,0.0,0.17,0.001,112.518,1.123,186.561,0.746,189.255,66.678,0.001,152.492,0.85,3.105,66.678,0.001,152.492,0.85,3.105
