contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
althonos,train,Human,288,14,42,20,0.476,6.857,2.0,9.774,0.633,8.0,20.571,5.0,53.063,0.757,8.5,2.323,1.0,3.08,0.475,1.0,1.881,1.0,1.347,0.337,1.0,2.764,0.0,12.416,0.848,0.092,10.445,0.777,24.329,0.828,5.855,5.671,0.236,17.823,0.885,1.439,7.086,0.288,21.093,0.879,1.885
yizhou7,train,Human,82,4,5,4,0.8,16.4,2.0,32.769,0.732,2.0,20.5,1.0,39.0,0.713,19.5,10.25,2.0,13.177,0.607,17.5,1.2,1.0,0.447,0.133,0.0,206.677,2.441,384.13,0.536,202.929,69.702,24.11,90.987,0.629,118.958,26.436,12.005,40.087,0.659,27.79,42.575,0.758,84.092,0.743,42.442
actonmassbot,train,Bot,59,1,1,1,1.0,59.0,59.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017.269,2017.269,0.0,0.0,0.0,,,0.0,0.0,,34.781,0.16,84.918,0.862,14.2,,,0.0,0.0,
davetaz,train,Human,208,12,22,5,0.227,9.455,3.0,23.435,0.717,4.75,17.333,12.0,21.351,0.534,18.25,5.2,2.0,9.576,0.611,3.5,2.182,1.5,1.593,0.352,2.0,5.395,0.034,17.022,0.86,0.645,41.331,3.311,72.211,0.754,45.209,8.83,0.022,35.543,0.936,0.356,10.819,0.009,41.318,0.935,0.152
p3x-robot,train,Human,117,6,15,10,0.667,7.8,1.0,12.055,0.663,9.5,19.5,10.0,26.516,0.574,13.25,1.481,1.0,1.06,0.271,0.0,1.6,1.0,1.298,0.311,0.0,1.516,0.0,9.362,0.892,0.0,23.741,0.02,98.631,0.917,0.932,16.996,0.025,81.642,0.934,0.179,33.463,0.099,118.733,0.902,1.426
slimslenderslacks,train,Human,165,15,16,7,0.438,10.312,3.0,19.581,0.691,7.5,11.0,3.0,27.321,0.736,5.5,2.5,1.0,2.736,0.462,1.0,2.5,1.0,2.221,0.412,2.0,16.103,0.0,48.41,0.761,1.517,17.271,2.611,48.729,0.812,15.164,13.326,1.599,35.39,0.805,12.485,15.596,0.962,44.876,0.837,9.9
ddunkin,train,Human,17,9,6,5,0.833,2.833,1.5,2.787,0.441,2.5,1.889,2.0,1.269,0.288,1.0,1.545,1.0,0.82,0.246,1.0,2.0,1.5,1.265,0.306,1.75,0.408,0.0,0.796,0.416,0.374,86.095,9.742,215.323,0.824,48.952,54.09,1.232,172.162,0.885,15.519,65.349,1.264,190.536,0.871,16.498
zacharycmontoya,train,Human,215,11,12,4,0.333,17.917,2.0,31.396,0.728,16.75,19.545,9.0,26.568,0.617,17.0,3.359,2.0,4.096,0.486,2.25,3.0,1.5,2.73,0.444,3.25,14.766,0.029,47.204,0.842,2.731,13.896,2.762,23.452,0.714,17.145,8.507,0.302,28.058,0.871,3.169,9.514,0.698,22.373,0.826,5.552
infinitered-circleci,train,Bot,141,5,3,1,0.333,47.0,44.0,42.579,0.402,42.5,28.2,26.0,14.789,0.238,6.0,8.812,5.5,9.731,0.518,9.0,3.0,3.0,2.0,0.296,2.0,55.382,0.024,118.177,0.785,7.156,76.857,18.583,106.833,0.666,90.945,14.564,0.001,58.575,0.939,0.001,32.95,0.001,85.599,0.866,0.059
webtorrent-bot,train,Bot,133,5,10,1,0.1,13.3,7.5,13.132,0.429,6.0,26.6,21.0,24.562,0.397,0.0,8.312,5.0,8.039,0.38,3.25,4.2,4.0,0.422,0.038,0.0,47.378,0.005,189.469,0.937,0.003,45.245,1.0,105.688,0.84,2.771,10.884,0.001,54.386,0.959,0.001,16.902,0.001,67.155,0.933,0.005
artsy-peril[bot],train,Bot,194,4,14,1,0.071,13.857,2.0,24.463,0.725,3.0,48.5,51.0,29.535,0.278,18.0,2.205,2.0,1.864,0.365,2.0,1.714,1.0,1.267,0.315,0.75,2.625,0.0,13.31,0.911,0.238,4.931,0.991,10.977,0.773,3.66,3.419,0.226,10.553,0.867,1.34,3.085,0.102,10.51,0.897,0.88
csigs,train,Bot,278,7,19,6,0.316,14.632,8.0,17.979,0.535,11.0,39.714,19.0,32.633,0.408,51.0,1.891,1.0,1.858,0.343,1.0,2.316,2.0,0.82,0.148,0.5,2.49,0.0,13.817,0.918,0.002,6.713,4.755,6.946,0.548,9.936,4.86,0.108,7.363,0.717,7.304,3.824,0.755,5.327,0.683,5.985
hawkbit-bot,train,Bot,119,4,2,1,0.5,59.5,59.5,74.246,0.441,52.5,29.75,5.0,51.545,0.67,29.25,23.8,6.0,42.281,0.696,11.0,2.0,2.0,1.414,0.25,1.0,369.977,0.719,678.236,0.563,286.333,88.404,93.141,75.687,0.408,106.02,18.674,2.121,37.582,0.776,18.625,45.342,25.792,59.115,0.638,52.933
graviteeio,train,Bot,176,7,22,1,0.045,8.0,6.0,5.173,0.335,7.75,25.143,5.0,30.52,0.576,36.5,3.911,3.0,2.557,0.326,3.0,2.773,3.0,0.685,0.099,0.0,0.18,0.001,0.797,0.937,0.004,4.69,0.106,16.961,0.912,0.739,1.226,0.001,8.678,0.972,0.005,1.256,0.001,8.761,0.962,0.033
freightbot,train,Bot,94,2,1,1,1.0,94.0,94.0,0.0,0.0,0.0,47.0,47.0,32.527,0.245,23.0,94.0,94.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2049.72,2049.72,0.0,0.0,0.0,,,0.0,0.0,,22.04,0.002,52.888,0.858,0.5,76.757,75.967,88.468,0.502,152.402
willkroboth,train,Human,74,11,7,4,0.571,10.571,3.0,16.999,0.641,7.0,6.727,2.0,9.88,0.614,4.0,5.286,2.5,7.68,0.579,4.0,3.143,2.0,2.478,0.377,2.5,93.151,0.346,171.851,0.592,99.504,62.366,0.628,106.802,0.756,75.142,28.971,0.598,64.369,0.827,19.326,46.458,5.57,77.202,0.734,69.647
juliacontrolbot,train,Bot,14,2,2,2,1.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.266,0.004,291.661,0.815,8.493,140.266,0.004,291.661,0.815,8.493,140.266,0.004,291.661,0.815,8.493
marcmcintosh,train,Human,260,11,4,2,0.5,65.0,3.5,124.678,0.727,65.0,23.636,21.0,30.184,0.53,20.5,32.5,2.0,84.277,0.826,2.5,4.0,2.5,4.082,0.438,3.0,53.936,0.042,143.625,0.816,5.641,58.596,1.956,107.492,0.757,63.479,3.25,0.169,19.704,0.921,0.567,4.046,0.14,23.604,0.932,0.584
mitk-bot,train,Bot,96,4,2,1,0.5,48.0,48.0,65.054,0.479,46.0,24.0,4.0,42.056,0.682,24.5,32.0,4.0,50.239,0.611,44.0,3.0,3.0,1.414,0.167,1.0,502.937,0.212,870.853,0.666,754.212,0.278,0.278,0.241,0.306,0.17,15.888,3.435,27.933,0.722,18.719,3.874,0.056,8.589,0.81,0.723
carsongee,train,Human,18,6,5,3,0.6,3.6,4.0,1.673,0.222,2.0,3.0,1.5,3.521,0.481,1.75,3.0,2.5,1.673,0.278,2.5,2.4,3.0,1.342,0.267,2.0,0.074,0.03,0.094,0.519,0.104,339.393,63.158,571.251,0.677,174.2,99.848,0.038,327.086,0.892,0.122,34.735,0.029,72.605,0.75,41.201
dcodeio,train,Human,13,6,3,3,1.0,4.333,4.0,2.517,0.256,2.5,2.167,1.5,1.941,0.372,1.0,3.25,2.5,2.63,0.365,2.25,2.667,2.0,1.155,0.167,1.0,7.593,4.692,9.835,0.451,11.63,44.791,6.761,70.132,0.614,61.918,13.729,1.184,35.764,0.835,5.16,22.935,4.748,45.892,0.753,12.746
miquelcabot,train,Human,166,6,45,10,0.222,3.689,1.0,11.628,0.675,0.0,27.667,7.0,44.261,0.641,15.75,3.018,1.0,5.946,0.593,1.0,1.333,1.0,0.739,0.208,0.0,7.332,0.0,29.861,0.804,0.005,23.098,0.007,52.614,0.85,3.383,10.003,0.131,32.27,0.901,1.358,23.806,0.436,45.868,0.789,20.293
mosen,train,Human,16,2,3,2,0.667,5.333,2.0,6.658,0.5,6.0,8.0,8.0,7.071,0.312,5.0,3.2,1.0,4.919,0.55,0.0,1.0,1.0,0.0,0.0,0.0,14.498,0.0,32.418,0.0,0.0,438.83,409.365,469.55,0.494,730.985,121.854,0.005,294.502,0.852,36.234,338.239,78.126,519.619,0.615,468.252
florentx,train,Human,299,6,11,3,0.273,27.182,13.0,43.811,0.535,6.5,49.833,28.5,55.733,0.549,80.0,2.282,1.0,11.634,0.547,0.0,1.818,2.0,0.751,0.209,1.0,0.233,0.0,1.471,0.758,0.0,7.728,0.001,23.629,0.908,0.213,3.473,0.001,16.046,0.926,0.032,8.767,0.141,27.085,0.901,0.861
mend-for-github-com[bot],train,Bot,233,7,157,60,0.382,1.484,1.0,1.94,0.302,0.0,33.286,10.0,47.187,0.62,36.0,1.412,1.0,1.63,0.272,0.0,1.178,1.0,0.655,0.142,0.0,0.001,0.0,0.01,0.775,0.0,0.081,0.005,0.251,0.86,0.03,0.058,0.003,0.214,0.893,0.011,0.118,0.004,0.324,0.853,0.049
p0nce,train,Human,249,13,14,4,0.286,17.786,4.0,36.926,0.744,3.75,19.154,3.0,26.274,0.628,25.0,3.891,2.0,4.896,0.545,4.0,3.286,2.0,2.644,0.388,1.75,7.887,0.007,17.043,0.686,4.41,5.484,0.974,7.866,0.686,6.348,3.429,0.221,7.211,0.813,1.415,3.779,0.141,7.702,0.81,1.617
findinganand,train,Bot,289,5,4,2,0.5,72.25,73.0,72.491,0.44,123.75,57.8,7.0,118.671,0.754,7.0,1.431,1.0,0.562,0.183,1.0,2.0,1.5,1.414,0.312,1.5,0.19,0.0,0.347,0.436,0.068,5.195,0.608,8.954,0.73,0.765,3.759,0.611,7.791,0.778,0.761,0.817,0.11,2.601,0.849,0.367
changhiskhan,train,Human,20,5,4,2,0.5,5.0,2.0,6.0,0.45,3.0,4.0,4.0,2.0,0.24,4.0,2.857,2.0,2.545,0.414,3.0,2.5,2.0,1.732,0.3,1.0,137.931,0.002,280.944,0.637,108.772,142.815,116.917,113.947,0.393,138.813,95.916,2.124,182.113,0.76,116.858,139.935,58.728,226.468,0.676,166.419
ebraminio,train,Human,276,13,22,15,0.682,12.545,2.0,44.144,0.834,2.0,21.231,4.0,54.216,0.753,7.0,4.678,1.0,8.738,0.662,1.5,1.864,1.0,1.552,0.329,1.0,9.499,0.0,22.856,0.667,0.49,6.719,1.634,9.758,0.687,9.765,3.455,0.63,6.631,0.755,3.425,5.307,1.002,9.417,0.748,6.518
linux-foundation-easycla[bot],train,Bot,300,1,123,32,0.26,2.439,1.0,4.057,0.489,1.0,300.0,300.0,0.0,0.0,0.0,1.02,1.0,0.142,0.02,0.0,1.0,1.0,0.0,0.0,0.0,0.014,0.0,0.104,0.24,0.0,1.343,0.594,1.748,0.604,1.623,1.33,0.594,1.734,0.603,1.607,,,0.0,0.0,
relistan,train,Human,30,8,13,12,0.923,2.308,1.0,2.496,0.446,1.0,3.75,2.0,3.77,0.475,4.0,2.143,1.0,2.445,0.438,0.0,1.538,1.0,1.05,0.277,0.0,1.529,0.0,4.753,0.516,0.0,150.03,94.1,185.551,0.543,95.483,67.993,2.112,142.915,0.788,92.393,88.706,5.116,174.064,0.76,94.064
extenda-devops-bot,train,Bot,20,2,2,1,0.5,10.0,10.0,4.243,0.15,3.0,10.0,10.0,4.243,0.15,3.0,2.857,3.0,1.069,0.171,1.0,1.0,1.0,0.0,0.0,0.0,81.031,18.967,120.966,0.672,120.69,123.11,112.662,76.944,0.312,87.439,68.73,44.77,72.325,0.554,109.82,123.11,112.662,76.944,0.312,87.439
paulolimarb,train,Human,14,1,14,14,1.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.164,77.687,206.071,0.593,123.839,140.164,77.687,206.071,0.593,123.839,,,0.0,0.0,
srowen,train,Human,60,9,5,4,0.8,12.0,7.0,11.292,0.44,12.0,6.667,7.0,4.61,0.367,8.0,3.0,2.0,2.271,0.393,3.25,3.2,3.0,1.643,0.225,1.0,49.767,1.006,122.455,0.729,25.82,62.39,23.776,72.486,0.576,104.781,36.962,7.91,61.649,0.736,29.985,51.698,17.773,71.036,0.672,101.478
onf-cla-manager[bot],train,Bot,7,1,2,2,1.0,3.5,3.5,3.536,0.357,2.5,7.0,7.0,0.0,0.0,0.0,3.5,3.5,3.536,0.357,2.5,1.0,1.0,0.0,0.0,0.0,407.605,407.605,576.441,0.0,407.605,14.281,14.281,0.0,0.0,0.0,138.249,23.413,202.6,0.664,236.031,,,0.0,0.0,
metaodi,train,Human,266,14,25,13,0.52,10.64,2.0,17.478,0.696,8.0,19.0,6.0,46.858,0.725,8.0,3.97,1.0,6.818,0.62,2.0,2.24,1.0,2.26,0.421,2.0,7.202,0.0,20.647,0.76,0.259,25.731,2.527,55.248,0.785,26.603,8.229,0.088,30.383,0.904,0.883,17.883,0.072,48.289,0.857,11.866
alvarotrigo,train,Human,95,10,12,4,0.333,7.917,2.0,15.192,0.689,4.25,9.5,5.0,10.223,0.502,6.25,3.519,2.0,4.108,0.51,2.5,2.583,1.5,2.429,0.427,2.0,20.243,0.034,55.557,0.794,1.917,60.42,27.035,72.335,0.589,89.291,22.526,0.225,47.181,0.805,19.183,23.399,0.197,48.981,0.801,21.838
guewen,train,Human,35,7,9,6,0.667,3.889,1.0,7.944,0.648,0.0,5.0,3.0,4.163,0.416,5.5,3.182,1.0,4.49,0.556,1.0,1.556,1.0,1.667,0.317,0.0,55.676,0.0,156.729,0.549,10.096,144.944,112.691,141.791,0.517,237.48,60.643,0.213,116.508,0.801,57.651,68.051,0.213,122.298,0.781,90.942
discoursebuild,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,782.317,782.317,0.0,0.0,0.0,,,0.0,0.0,,2.616,0.79,6.338,0.717,1.871,,,0.0,0.0,
token-generator-app[bot],train,Bot,241,5,19,1,0.053,12.684,6.0,21.016,0.576,6.5,48.2,16.0,73.121,0.546,1.0,1.975,1.0,1.518,0.358,2.0,2.474,1.0,1.867,0.372,4.0,4.968,0.0,18.481,0.825,0.091,12.997,1.527,26.816,0.78,13.011,9.078,0.373,22.251,0.834,6.02,4.919,0.116,14.793,0.883,1.398
mesosphere-ci,train,Bot,107,5,2,1,0.5,53.5,53.5,55.861,0.369,39.5,21.4,29.0,17.459,0.396,26.0,9.727,3.0,12.117,0.574,12.0,4.5,4.5,0.707,0.056,0.5,63.863,18.356,111.652,0.669,70.986,21.206,3.018,41.992,0.741,20.79,8.628,0.063,21.042,0.836,6.082,7.288,0.001,21.562,0.884,2.29
vsavkin,train,Human,31,10,9,3,0.333,3.444,2.0,4.126,0.48,3.0,3.1,2.0,2.558,0.41,4.25,2.067,1.0,2.187,0.413,1.0,1.778,1.0,1.302,0.306,1.0,28.93,0.0,104.237,0.772,0.004,68.37,60.464,55.266,0.442,89.139,46.371,22.858,58.918,0.642,88.477,55.703,27.95,57.489,0.553,100.543
cloudpossebot,train,Bot,161,5,8,3,0.375,20.125,7.0,33.613,0.667,13.75,32.2,30.0,24.874,0.378,46.0,3.833,3.0,5.578,0.52,2.0,1.625,1.5,0.744,0.221,1.0,4.903,0.0,22.344,0.893,0.002,7.311,4.571,10.136,0.62,9.602,3.161,0.001,8.613,0.839,0.495,4.01,0.001,9.69,0.818,4.165
crowdinbot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1917.119,1917.119,0.0,0.0,0.0,,,0.0,0.0,,6.412,0.001,39.223,0.974,0.002,,,0.0,0.0,
ndbroadbent,train,Human,35,4,19,13,0.684,1.842,1.0,1.259,0.322,1.0,8.75,6.5,9.323,0.493,11.75,1.458,1.0,0.833,0.244,1.0,1.105,1.0,0.315,0.085,0.0,1.973,0.0,9.304,0.844,0.015,92.027,57.597,122.831,0.612,143.412,63.646,1.36,108.86,0.725,113.913,110.201,65.48,137.545,0.574,143.949
ericclaeys,train,Human,211,12,1,1,1.0,211.0,211.0,0.0,0.0,0.0,17.583,9.0,27.168,0.602,15.25,211.0,211.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,380.329,380.329,0.0,0.0,0.0,,,0.0,0.0,,1.811,0.064,6.878,0.896,0.394,2.474,0.038,8.515,0.896,0.556
sewer56,train,Human,299,6,8,8,1.0,37.375,1.0,102.077,0.849,1.0,49.833,1.5,118.15,0.812,1.75,16.611,3.0,29.713,0.721,18.25,1.25,1.0,0.463,0.15,0.25,1.078,0.003,2.279,0.622,1.196,0.214,0.146,0.152,0.389,0.275,0.077,0.005,0.149,0.791,0.012,0.21,0.125,0.162,0.409,0.294
bluespice-github-bot,train,Bot,300,1,2,1,0.5,150.0,150.0,210.718,0.497,149.0,300.0,300.0,0.0,0.0,0.0,100.0,120.0,90.67,0.396,89.0,1.0,1.0,0.0,0.0,0.0,204.835,81.501,287.109,0.367,266.502,1.748,1.748,1.101,0.223,0.778,2.067,0.498,5.905,0.824,1.007,,,0.0,0.0,
ylv-io,train,Human,258,8,5,3,0.6,51.6,8.0,91.795,0.712,33.0,32.25,21.0,45.597,0.609,32.75,8.323,3.0,18.254,0.67,4.0,3.2,4.0,2.168,0.325,3.0,51.222,2.77,179.994,0.818,24.808,7.707,2.279,14.143,0.716,11.38,7.078,0.328,15.563,0.813,4.533,6.974,0.281,15.434,0.818,4.725
dkelosky,train,Human,61,8,9,3,0.333,6.778,3.0,6.037,0.437,7.0,7.625,2.0,10.013,0.596,10.0,2.773,1.0,3.323,0.493,1.75,1.889,2.0,0.928,0.248,2.0,39.73,0.0,115.403,0.771,0.57,59.841,12.573,102.072,0.737,54.396,35.512,1.38,79.793,0.827,19.627,71.585,19.676,114.044,0.717,68.34
ericbottard,train,Human,29,3,22,2,0.091,1.318,1.0,0.477,0.165,1.0,9.667,7.0,10.263,0.46,10.0,1.318,1.0,0.477,0.165,1.0,1.318,1.0,0.477,0.165,1.0,0.048,0.0,0.205,0.813,0.001,39.853,0.133,145.841,0.918,0.45,29.928,0.104,126.735,0.938,0.31,51.161,0.064,172.115,0.911,0.849
eamontracey,train,Human,186,7,8,2,0.25,23.25,9.0,30.146,0.612,31.75,26.571,2.0,64.143,0.802,2.5,4.429,2.0,5.143,0.522,4.75,2.0,1.5,1.195,0.297,2.0,13.413,1.106,25.26,0.677,16.873,39.915,19.646,62.608,0.652,40.066,11.891,0.535,34.374,0.846,5.624,19.614,0.25,73.629,0.909,2.242
kubermatic-triage-bot,train,Bot,44,1,3,1,0.333,14.667,6.0,19.502,0.545,18.0,44.0,44.0,0.0,0.0,0.0,7.333,5.5,6.653,0.447,10.75,1.0,1.0,0.0,0.0,0.0,244.218,49.042,422.719,0.582,239.908,125.937,124.035,90.039,0.348,62.978,48.721,1.754,161.792,0.867,2.0,,,0.0,0.0,
arvados-bot,train,Bot,98,4,4,1,0.25,24.5,4.5,41.701,0.658,23.5,24.5,1.5,46.336,0.714,24.0,6.533,3.0,8.114,0.58,8.0,1.75,1.0,1.5,0.321,0.75,129.703,20.3,221.246,0.623,130.146,15.785,10.504,18.727,0.571,22.463,22.335,4.633,43.1,0.731,21.441,3.545,2.622,5.272,0.631,2.944
tocsoft,train,Human,25,6,7,5,0.714,3.571,2.0,2.936,0.4,5.5,4.167,4.5,2.483,0.3,3.75,2.778,2.0,1.986,0.356,3.0,1.571,2.0,0.535,0.156,1.0,129.018,5.653,222.492,0.61,95.356,120.58,76.926,103.037,0.415,107.424,88.575,15.446,153.602,0.747,91.767,85.634,31.354,133.638,0.702,93.955
keschercode,train,Human,148,14,30,30,1.0,4.933,1.0,15.483,0.722,1.0,10.571,6.5,17.005,0.604,7.25,2.96,1.0,4.309,0.552,1.0,1.667,1.0,1.241,0.315,1.0,5.756,0.0,24.699,0.831,0.079,37.832,11.187,79.525,0.756,31.502,14.568,0.071,49.777,0.892,2.18,13.815,0.072,44.346,0.865,8.438
reporobot,train,Bot,176,3,6,6,1.0,29.333,1.0,69.402,0.805,0.0,58.667,50.0,28.024,0.205,27.0,16.0,5.0,27.993,0.699,11.5,1.333,1.0,0.816,0.208,0.0,128.926,34.696,190.112,0.419,157.481,6.651,0.532,10.87,0.723,10.64,8.484,1.545,14.622,0.726,11.254,8.346,1.435,13.32,0.718,11.862
l5io,train,Bot,299,5,9,5,0.556,33.222,4.0,83.314,0.795,3.0,59.8,3.0,124.232,0.753,5.0,5.155,1.0,15.596,0.722,1.0,1.667,1.0,1.323,0.311,1.0,0.362,0.0,1.243,0.814,0.002,0.601,0.078,1.018,0.738,0.589,0.185,0.001,0.627,0.911,0.005,0.46,0.065,0.74,0.726,0.541
gopherbot,train,Bot,252,9,14,2,0.143,18.0,3.5,37.287,0.745,9.75,28.0,5.0,35.854,0.623,49.0,2.52,1.0,2.848,0.463,2.0,2.071,1.0,1.9,0.377,1.75,0.15,0.0,0.522,0.774,0.034,0.213,0.083,0.384,0.668,0.19,0.143,0.014,0.326,0.752,0.118,0.161,0.044,0.316,0.717,0.146
yu199195,train,Human,208,10,19,15,0.789,10.947,2.0,34.971,0.797,4.5,20.8,10.0,22.014,0.538,32.25,2.971,2.0,5.25,0.53,1.0,1.789,1.0,1.619,0.356,1.0,8.053,0.001,25.336,0.832,0.012,8.611,0.125,19.167,0.832,5.331,5.593,0.011,16.107,0.884,0.95,7.07,0.022,18.006,0.863,2.798
dblbot,train,Bot,25,4,5,1,0.2,5.0,2.0,5.958,0.528,5.0,6.25,5.5,6.185,0.45,9.75,2.778,2.0,2.539,0.427,2.0,1.4,1.0,0.894,0.229,0.0,43.258,1.001,79.522,0.582,26.245,197.327,45.577,335.247,0.712,160.154,81.998,5.449,207.788,0.826,52.67,240.752,37.795,384.828,0.641,321.997
cueckoo,train,Bot,300,4,6,1,0.167,50.0,46.5,28.538,0.258,4.75,75.0,8.0,138.089,0.708,77.5,1.765,1.0,1.501,0.344,1.0,1.5,1.5,0.548,0.167,1.0,0.495,0.0,2.002,0.822,0.009,1.578,0.113,6.113,0.89,0.424,1.174,0.043,4.821,0.898,0.247,0.093,0.004,0.216,0.773,0.035
stephenvavasis,train,Human,5,2,2,2,1.0,2.5,2.5,0.707,0.1,0.5,2.5,2.5,0.707,0.1,0.5,2.5,2.5,0.707,0.1,0.5,1.0,1.0,0.0,0.0,0.0,11.681,11.681,16.324,0.494,11.543,45.459,45.459,0.0,0.0,0.0,17.205,11.681,21.77,0.579,28.679,45.459,45.459,0.0,0.0,0.0
ergebnis-bot,train,Bot,234,5,34,2,0.059,6.882,4.0,7.36,0.438,3.0,46.8,57.0,25.489,0.239,10.0,2.819,3.0,3.201,0.437,2.0,3.588,4.0,1.158,0.138,0.0,1.054,0.001,7.969,0.964,0.001,1.057,0.245,2.182,0.758,0.945,0.747,0.001,2.66,0.912,0.077,0.47,0.001,1.545,0.891,0.186
pxw-bot,train,Bot,90,1,1,1,1.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2184.039,2184.039,0.0,0.0,0.0,,,0.0,0.0,,24.54,24.0,5.083,0.043,0.001,,,0.0,0.0,
leastprivilege,train,Human,59,11,8,3,0.375,7.375,2.5,10.623,0.625,6.25,5.364,4.0,7.978,0.527,2.5,4.917,1.0,8.607,0.651,2.25,2.25,1.5,1.832,0.375,1.5,65.765,0.0,135.634,0.553,24.403,117.506,112.237,58.449,0.264,60.547,35.892,0.008,75.227,0.82,33.766,76.398,44.791,97.469,0.63,119.658
dokku-bot,train,Bot,101,5,6,3,0.5,16.833,8.0,19.364,0.536,30.0,20.2,8.0,22.387,0.515,40.0,1.629,1.0,1.231,0.307,1.0,1.167,1.0,0.408,0.119,0.0,17.106,0.0,52.152,0.663,0.002,18.202,10.496,29.662,0.621,20.261,21.709,11.784,33.69,0.659,23.482,18.09,11.106,30.243,0.628,18.263
crisbeto,train,Human,181,9,4,2,0.5,45.25,41.5,27.801,0.291,26.25,20.111,17.0,13.439,0.327,15.0,1.724,1.0,1.458,0.323,1.0,4.5,4.0,3.0,0.306,4.5,0.87,0.0,3.417,0.821,0.059,3.274,0.58,5.898,0.762,3.266,2.399,0.135,5.245,0.819,1.341,2.689,0.153,5.466,0.803,1.981
sonariorobot,train,Bot,9,3,4,1,0.25,2.25,2.0,0.5,0.083,0.25,3.0,4.0,1.732,0.222,1.5,1.125,1.0,0.354,0.097,0.0,2.25,2.0,0.5,0.083,0.25,0.006,0.0,0.017,0.0,0.0,0.004,0.005,0.003,0.443,0.005,0.01,0.005,0.016,0.653,0.006,0.025,0.025,0.034,0.489,0.024
bits-bot,train,Bot,86,1,3,2,0.667,28.667,31.0,16.623,0.256,16.5,86.0,86.0,0.0,0.0,0.0,1.792,1.0,1.166,0.302,1.0,1.0,1.0,0.0,0.0,0.0,20.202,0.0,57.718,0.703,10.074,25.454,15.977,29.301,0.565,34.618,25.483,13.637,39.209,0.645,28.719,,,0.0,0.0,
thisismyrobot,train,Human,3,2,1,1,1.0,3.0,3.0,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.0,,,0.0,0.0,,0.045,0.045,0.062,0.488,0.044,0.045,0.045,0.062,0.488,0.044
heremaps-bot,train,Bot,10,2,3,1,0.333,3.333,2.0,2.309,0.267,2.0,5.0,5.0,4.243,0.3,3.0,1.667,1.0,1.033,0.267,1.5,1.333,1.0,0.577,0.167,0.5,0.005,0.0,0.008,0.233,0.006,144.15,0.071,322.236,0.75,0.078,80.087,0.009,240.186,0.857,0.07,0.002,0.0,0.004,0.463,0.004
pizzaboxer,train,Human,217,11,7,4,0.571,31.0,3.0,69.058,0.786,11.0,19.727,6.0,31.746,0.671,10.5,9.042,1.5,24.967,0.789,1.0,2.286,1.0,2.628,0.446,1.0,26.072,0.0,86.535,0.81,3.631,37.596,0.571,81.188,0.795,28.962,6.9,0.01,35.985,0.959,0.021,11.206,0.013,47.668,0.94,0.046
vyvy-vi,train,Human,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.02,300.02,0.0,0.0,0.0,,,0.0,0.0,,1.003,0.998,0.142,0.052,0.034,,,0.0,0.0,
chia7712,train,Human,208,6,8,4,0.5,26.0,4.0,46.127,0.727,23.0,34.667,28.0,26.583,0.365,14.0,2.122,1.0,2.042,0.402,1.0,2.0,1.0,1.604,0.359,1.5,1.038,0.0,4.505,0.852,0.12,1.12,0.084,3.381,0.876,0.283,1.016,0.059,3.025,0.878,0.232,1.159,0.071,3.306,0.868,0.286
