contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
gitlocalize-app-staging[bot],test,Bot,92,4,10,2,0.2,9.2,8.5,5.029,0.289,7.25,23.0,20.0,11.165,0.212,6.5,7.667,6.5,4.292,0.281,5.5,3.8,4.0,0.422,0.042,0.0,2.73,0.061,8.5,0.892,0.206,140.979,120.671,151.757,0.519,154.366,17.401,0.0,68.495,0.931,0.004,19.794,0.001,72.779,0.92,0.012
leonya,test,Human,157,6,1,1,1.0,157.0,157.0,0.0,0.0,0.0,26.167,25.0,25.015,0.462,40.0,157.0,157.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2095.36,2095.36,0.0,0.0,0.0,,,0.0,0.0,,13.432,0.005,25.45,0.768,16.403,13.606,0.004,25.925,0.77,15.287
enoch85,test,Human,300,2,2,2,1.0,150.0,150.0,210.718,0.497,149.0,150.0,150.0,210.718,0.497,149.0,100.0,129.0,88.153,0.376,84.5,1.0,1.0,0.0,0.0,0.0,24.508,31.527,21.861,0.071,20.999,0.219,0.219,0.14,0.226,0.099,0.247,0.001,0.258,0.558,0.489,0.219,0.219,0.14,0.226,0.099
softprops,test,Human,284,16,62,38,0.613,4.581,1.0,9.965,0.693,1.0,17.75,5.5,35.403,0.676,9.0,2.654,1.0,3.655,0.517,1.0,1.839,1.0,2.01,0.39,0.0,1.184,0.0,3.886,0.767,0.05,10.88,6.05,14.16,0.617,14.256,4.523,0.128,10.107,0.813,4.158,5.605,0.121,11.797,0.791,6.902
octokitbot,test,Bot,203,5,16,1,0.062,12.688,12.5,9.428,0.406,12.0,40.6,43.0,17.141,0.213,20.0,1.933,1.0,1.303,0.323,2.0,2.25,2.5,1.0,0.233,2.0,0.143,0.0,0.81,0.932,0.001,6.131,0.241,11.436,0.765,8.954,3.231,0.007,8.737,0.863,0.309,2.519,0.007,7.089,0.869,0.249
compute-runtime-automation,test,Bot,59,3,1,1,1.0,59.0,59.0,0.0,0.0,0.0,19.667,3.0,29.738,0.588,26.0,59.0,59.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2035.999,2035.999,0.0,0.0,0.0,,,0.0,0.0,,35.103,13.001,46.932,0.656,47.694,74.793,71.5,58.09,0.412,95.276
jpic,test,Human,97,13,19,12,0.632,5.105,2.0,8.881,0.613,3.0,7.462,6.0,7.827,0.508,9.0,2.425,1.0,3.889,0.501,1.0,2.368,1.0,1.95,0.386,2.0,3.036,0.0,19.002,0.914,0.0,37.649,0.179,81.722,0.8,23.789,16.56,0.01,55.93,0.909,0.102,20.099,0.011,61.531,0.896,0.178
feisar-bot[bot],test,Bot,242,6,2,1,0.5,121.0,121.0,155.563,0.455,110.0,40.333,49.0,24.378,0.296,35.0,48.4,17.0,78.519,0.64,19.0,4.5,4.5,2.121,0.167,1.5,17.565,0.969,29.25,0.705,19.005,1.558,1.651,1.201,0.372,1.396,0.39,0.001,1.421,0.912,0.006,0.528,0.001,1.633,0.889,0.01
kyan001,test,Human,127,10,30,20,0.667,4.233,1.0,6.274,0.611,2.5,12.7,3.0,27.637,0.747,3.75,1.608,1.0,1.72,0.328,0.0,1.4,1.0,0.968,0.244,0.0,2.946,0.0,15.676,0.829,0.0,21.904,2.551,39.265,0.763,21.065,15.407,0.81,33.259,0.819,11.675,19.367,1.929,39.477,0.792,14.576
sventorben,test,Human,186,11,9,5,0.556,20.667,3.0,33.519,0.703,16.0,16.909,12.0,15.182,0.461,28.5,2.952,2.0,2.91,0.428,2.0,3.667,3.0,3.279,0.438,3.0,14.19,0.016,41.454,0.85,0.427,16.576,0.281,32.065,0.777,18.379,10.387,0.064,29.253,0.879,1.528,10.561,0.034,31.206,0.893,0.347
q10,test,Human,300,7,2,2,1.0,150.0,150.0,169.706,0.4,120.0,42.857,4.0,91.334,0.763,19.0,6.0,1.0,12.985,0.703,3.0,3.5,3.5,2.121,0.214,1.5,15.586,0.0,32.575,0.629,16.395,1.321,0.154,3.242,0.83,0.759,2.823,0.292,8.896,0.855,1.035,1.724,0.154,3.926,0.82,1.055
tidebot,test,Bot,66,1,6,1,0.167,11.0,9.0,10.159,0.424,8.25,66.0,66.0,0.0,0.0,0.0,3.882,3.0,2.058,0.193,0.0,1.0,1.0,0.0,0.0,0.0,30.42,0.001,82.246,0.875,0.001,88.983,28.652,97.54,0.564,149.427,29.859,0.0,72.302,0.824,5.978,,,0.0,0.0,
