contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
conan-center-bot,train,Bot,,0.0,,,0.0,0.0,0.0,154.819,154.819,0.0,0.479,0.78,0.675,0.187,1.776,0.555,0.692,0.72,0.27,1.377,216,0.0,0.0,216.0,216.0,0.0,42.0,0.685,43.2,2.0,71.015,0.0,0.0,216.0,216.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
supermarin,train,Human,43.377,0.704,54.625,20.308,94.354,0.0,0.793,8.398,0.0,39.827,40.608,0.73,52.51,16.146,95.062,43.169,0.714,48.1,17.003,84.998,30,1.5,0.479,2.727,1.0,3.133,5.25,0.422,5.0,4.5,4.243,0.0,0.194,1.304,1.0,0.703,10,6,0.0,0.126,1.182,1.0,0.405,0.909
benjamn,train,Human,146.499,0.436,167.832,167.832,207.181,565.87,0.454,553.498,528.666,566.278,14.075,0.883,44.899,0.195,125.817,1.507,0.895,36.294,0.19,108.696,56,25.0,0.446,28.0,28.0,35.355,10.5,0.469,8.0,7.0,7.594,14.0,0.333,18.667,22.0,14.295,2,7,2.0,0.25,4.0,4.0,2.828,1.0
codeboten,train,Human,0.493,0.944,3.747,0.111,28.253,0.01,0.921,0.861,0.0,6.384,0.291,0.957,3.198,0.054,25.391,0.314,0.948,2.892,0.066,22.854,226,4.0,0.626,8.692,4.5,15.656,26.5,0.619,18.833,8.0,23.969,1.0,0.302,1.592,1.0,1.327,8,12,1.75,0.363,2.231,2.0,1.681,0.308
sstok,train,Human,213.318,0.147,645.675,567.141,223.898,0.012,0.392,0.015,0.009,0.02,471.623,0.68,215.232,0.009,341.692,471.623,0.68,215.232,0.009,341.692,10,3.0,0.4,3.333,2.0,3.215,0.0,0.16,2.0,2.0,0.707,1.5,0.25,2.5,2.5,1.291,3,5,1.5,0.286,2.333,2.0,1.528,1.0
hound[bot],train,Bot,0.0,0.0,1.141,1.141,0.0,0.261,0.0,0.261,0.261,0.369,,0.0,,,0.0,0.309,0.186,0.832,0.832,0.438,3,0.5,0.167,1.5,1.5,0.707,0.0,0.0,3.0,3.0,0.0,0.5,0.167,1.5,1.5,0.707,2,1,0.0,0.0,1.0,1.0,0.0,1.0
twoertwein,train,Human,52.79,0.745,47.27,3.95,82.06,0.018,0.835,20.427,0.0,99.599,39.755,0.842,42.481,0.221,104.41,43.716,0.819,41.259,0.279,95.649,54,4.75,0.485,5.4,3.0,5.461,7.0,0.399,6.0,5.0,4.637,1.0,0.318,1.636,1.0,1.432,6,9,1.75,0.355,2.2,1.5,1.619,0.6
phax,train,Human,0.771,0.893,3.49,0.161,15.037,0.024,0.862,1.498,0.0,8.176,0.38,0.929,3.11,0.08,15.653,0.398,0.908,2.84,0.1,12.378,272,11.0,0.55,7.556,5.0,8.248,13.25,0.752,22.667,4.5,50.211,1.0,0.356,1.755,1.0,1.593,7,12,1.0,0.367,2.111,1.5,1.737,0.194
5c077m4n,train,Human,7.53,0.868,15.014,0.386,40.054,0.584,0.891,17.892,0.014,75.042,9.55,0.814,17.999,0.702,38.642,0.81,0.904,7.127,0.121,24.647,299,12.0,0.819,17.588,1.0,46.755,76.25,0.712,74.75,7.0,138.892,2.0,0.63,4.6,2.0,8.562,12,4,0.0,0.193,1.294,1.0,0.686,0.706
acassen,train,Human,80.844,0.434,129.155,74.452,122.25,55.91,0.609,46.938,1.38,82.864,64.164,0.763,54.468,2.73,107.773,64.164,0.736,44.162,7.051,78.733,22,4.0,0.242,7.333,8.0,4.041,5.5,0.568,5.5,2.0,7.724,2.5,0.455,3.667,2.5,3.777,1,4,0.5,0.083,2.667,3.0,0.577,0.333
bobotig,train,Human,4.376,0.696,3.911,1.312,5.963,0.063,0.81,1.359,0.0,4.876,1.727,0.801,2.418,0.185,5.101,1.846,0.804,2.236,0.149,4.725,242,1.0,0.736,5.378,1.0,14.486,9.5,0.671,17.286,7.5,36.08,1.0,0.481,2.35,1.0,3.542,27,14,1.0,0.346,1.733,1.0,1.657,0.6
chromium-wpt-export-bot,train,Bot,,0.0,,,0.0,0.0,0.0,119.446,119.446,0.0,0.454,0.874,0.892,0.154,5.66,0.443,0.875,0.771,0.033,5.149,156,0.0,0.0,156.0,156.0,0.0,6.5,0.048,39.0,39.0,4.082,0.0,0.0,156.0,156.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
yowainwright,train,Human,8.42,0.747,5.79,0.065,9.408,0.001,0.93,0.627,0.0,3.219,0.545,0.854,3.082,0.021,7.292,0.545,0.854,3.158,0.02,7.423,180,7.75,0.589,6.0,1.0,7.9,20.5,0.508,16.364,8.0,16.735,1.0,0.303,2.022,2.0,1.545,14,11,2.0,0.353,2.067,1.0,1.53,0.467
yanboliang,train,Human,22.102,0.599,14.403,10.254,17.419,18.512,0.637,30.109,0.0,75.332,11.87,0.731,7.861,0.898,12.952,10.211,0.794,9.164,0.654,22.122,150,8.75,0.733,25.0,5.5,49.643,27.25,0.473,18.75,13.5,17.236,1.5,0.658,4.839,1.0,8.275,4,8,2.25,0.382,2.833,2.0,2.317,0.667
dan-gamble,train,Human,128.761,0.52,107.775,81.733,111.474,0.0,0.48,1.388,0.0,5.768,178.176,0.43,167.264,171.88,137.826,93.886,0.633,80.746,45.552,105.943,24,0.0,0.26,1.412,1.0,1.228,5.0,0.375,6.0,4.5,4.967,0.0,0.231,1.333,1.0,1.188,15,4,0.0,0.052,1.059,1.0,0.243,0.882
andrewkushnir,train,Human,1.603,0.876,11.663,0.182,33.511,1.594,0.587,13.823,0.0,30.123,0.21,0.924,3.498,0.021,16.155,0.523,0.892,4.314,0.027,15.764,146,40.0,0.699,36.5,5.5,65.138,29.0,0.508,16.222,6.0,16.154,6.0,0.655,5.84,1.0,9.745,3,9,2.5,0.458,3.0,1.5,3.367,0.75
prombot,train,Bot,1.005,0.864,5.737,0.002,13.993,0.0,0.961,6.31,0.001,31.566,0.002,0.913,3.402,0.001,10.756,0.935,0.87,5.18,0.001,12.91,279,2.25,0.388,6.975,6.0,11.046,46.75,0.273,69.75,84.0,42.68,0.0,0.182,2.325,2.0,1.861,2,4,0.0,0.043,2.1,2.0,0.304,0.05
gaugebot[bot],train,Bot,188.304,0.537,183.398,167.547,199.56,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,188.304,0.537,183.398,167.547,199.56,12,1.0,0.229,1.5,1.0,0.756,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.125
sapcc-bot,train,Bot,0.001,0.939,2.983,0.0,17.352,0.0,0.703,1.504,0.0,10.158,19.007,0.754,18.602,3.405,38.63,0.173,0.927,3.383,0.001,16.708,280,1.0,0.343,9.032,7.0,12.648,53.0,0.644,56.0,6.0,85.898,0.0,0.239,1.327,1.0,2.112,1,5,0.0,0.083,1.097,1.0,0.396,0.032
samussiah,train,Human,17.546,0.659,16.025,6.137,27.592,74.584,0.725,93.152,0.714,195.599,5.497,0.865,13.407,0.476,45.211,4.645,0.87,13.137,0.416,42.614,166,50.5,0.672,41.5,11.0,68.32,17.5,0.453,15.091,12.0,13.027,6.5,0.659,8.3,2.0,13.773,3,11,7.5,0.425,5.0,4.5,4.69,0.75
tde-banana-odoo,train,Human,0.556,0.831,1.306,0.152,3.969,0.664,0.901,4.934,0.017,31.347,0.55,0.841,1.429,0.12,4.076,0.549,0.923,2.723,0.138,20.843,232,26.0,0.112,116.0,116.0,36.77,39.75,0.585,38.667,17.0,50.397,2.0,0.385,2.297,2.0,1.993,2,6,1.0,0.167,3.0,3.0,1.414,1.0
maraino,train,Human,27.273,0.719,30.875,9.944,52.307,2.085,0.791,8.593,0.0,33.562,15.733,0.832,18.429,0.308,42.78,15.731,0.83,15.851,0.524,38.09,136,8.25,0.631,8.5,3.0,13.397,15.5,0.489,12.364,8.0,12.476,2.0,0.405,2.473,1.0,2.062,5,11,3.25,0.417,3.0,1.5,2.449,0.312
jufab,train,Human,171.658,0.423,135.961,152.924,111.65,102.753,0.592,94.784,1.071,168.14,11.837,0.834,39.72,0.295,94.301,42.125,0.755,38.864,3.25,69.465,45,8.0,0.516,9.0,8.0,10.223,1.0,0.702,9.0,1.0,17.335,7.25,0.458,5.625,5.0,5.181,2,5,0.0,0.3,1.6,1.0,1.342,0.4
natmokval,train,Human,3.645,0.711,4.725,1.404,8.28,11.98,0.625,16.407,0.605,33.454,8.231,0.806,11.61,0.323,25.716,3.453,0.826,9.547,0.491,23.199,16,4.0,0.25,8.0,8.0,5.657,1.0,0.375,2.286,2.0,2.138,1.0,0.375,2.286,2.0,2.138,2,7,1.0,0.125,4.0,4.0,1.414,1.0
grafikrobot,train,Human,11.68,0.825,16.263,0.733,36.149,0.0,0.716,2.905,0.0,16.608,25.227,0.706,28.517,9.222,45.293,9.852,0.83,14.236,1.086,33.86,152,1.0,0.485,2.269,1.0,4.205,5.0,0.658,12.667,5.5,26.407,0.0,0.226,1.345,1.0,0.914,15,12,0.0,0.152,1.194,1.0,0.723,0.224
keithamus,train,Human,8.329,0.752,8.23,1.996,18.124,0.545,0.826,4.923,0.0,22.179,3.213,0.825,3.934,0.174,9.466,1.7,0.868,3.773,0.174,12.326,208,4.5,0.791,10.4,2.0,32.109,10.0,0.655,14.857,5.0,25.839,2.0,0.567,3.467,1.0,5.067,13,14,2.0,0.374,2.05,1.0,1.761,0.65
robotlolita,train,Human,309.825,0.305,309.599,291.588,203.302,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,309.825,0.305,309.599,291.588,203.302,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,5,1,0.0,0.0,1.0,1.0,0.0,1.0
cedric-cordenier,train,Human,1.701,0.838,4.176,0.582,12.506,6.973,0.793,19.949,0.017,67.38,1.347,0.905,5.19,0.489,35.855,1.49,0.883,4.633,0.405,27.939,224,76.0,0.339,112.0,112.0,107.48,36.5,0.584,32.0,13.0,40.472,4.5,0.612,5.209,2.0,7.434,1,7,1.0,0.083,6.0,6.0,1.414,0.5
devexp-slackbot[bot],train,Bot,51.013,0.615,44.775,19.2,59.199,455.874,0.444,187.365,35.168,241.955,,0.0,,,0.0,46.428,0.615,36.509,18.503,46.582,57,23.5,0.412,28.5,28.5,33.234,0.0,0.0,57.0,57.0,0.0,8.0,0.522,6.333,4.0,6.819,1,1,0.0,0.0,1.0,1.0,0.0,0.5
kcdata-bot[bot],train,Bot,,0.0,,,0.0,0.0,0.0,1401.327,1401.327,0.0,407.23,0.637,200.19,0.001,269.584,407.23,0.637,200.19,0.001,269.584,8,0.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
botspot,train,Human,19.67,0.676,15.072,6.249,24.838,6.676,0.745,21.682,0.01,59.036,17.703,0.756,14.442,1.424,28.184,11.469,0.787,10.951,0.75,23.525,201,3.0,0.779,11.824,3.0,32.579,12.0,0.721,14.357,2.0,25.773,3.25,0.529,3.35,1.5,4.751,11,14,1.0,0.394,2.0,1.0,2.398,0.647
carbonrobot,train,Human,2.693,0.889,10.187,0.421,41.376,0.324,0.851,5.271,0.0,21.536,0.99,0.913,5.943,0.215,30.191,1.02,0.909,5.744,0.202,27.161,193,16.0,0.607,11.353,4.0,16.469,20.5,0.459,12.867,10.0,10.993,1.25,0.509,2.681,1.0,4.632,6,15,4.0,0.414,3.647,3.0,2.893,0.353
mic92-renovate[bot],train,Bot,145.61,0.743,91.997,0.009,151.869,0.002,0.852,33.136,0.001,94.063,0.008,0.87,32.966,0.001,85.015,0.008,0.863,45.008,0.002,111.645,49,12.0,0.392,9.8,13.0,7.918,8.0,0.294,9.8,7.0,5.933,1.75,0.33,2.722,2.0,1.742,1,5,2.0,0.213,3.0,4.0,1.414,0.2
rultor,train,Bot,4.482,0.675,3.986,1.634,5.85,0.142,0.664,0.311,0.116,0.723,0.18,0.892,1.083,0.05,3.428,0.262,0.865,1.264,0.097,3.616,161,5.0,0.417,6.44,4.0,5.987,23.5,0.434,26.833,19.0,23.532,2.0,0.299,3.354,3.0,2.088,7,6,1.0,0.266,2.72,2.0,1.37,0.28
conda-bot,train,Bot,0.371,0.882,10.099,0.002,28.33,0.0,0.749,0.452,0.0,4.533,0.014,0.868,9.27,0.001,25.024,0.048,0.879,9.51,0.001,27.252,112,3.25,0.408,3.111,2.0,2.435,20.0,0.393,22.4,23.0,17.925,0.0,0.088,1.109,1.0,0.313,3,5,1.0,0.186,1.389,1.0,0.549,0.083
iamthebot,train,Human,0.268,0.922,19.206,0.066,66.373,0.0,0.74,0.146,0.0,0.585,0.173,0.933,16.974,0.056,63.355,0.173,0.947,12.051,0.071,53.034,107,3.75,0.551,4.864,2.0,7.133,8.5,0.598,9.727,4.0,14.451,0.5,0.312,1.597,1.0,1.326,11,11,1.0,0.272,1.773,1.5,0.973,0.5
walkingeyerobot,train,Human,31.716,0.789,50.795,1.544,98.361,0.037,0.802,0.624,0.0,2.923,26.63,0.82,42.34,0.811,93.862,17.68,0.864,31.525,0.312,80.439,63,7.5,0.308,7.875,7.5,4.643,5.5,0.621,6.3,2.5,10.371,1.0,0.313,1.615,1.0,1.31,3,10,1.0,0.225,2.5,2.0,1.195,0.375
gitgitgadget-git[bot],train,Bot,,0.0,,,0.0,0.0,0.0,840.467,840.467,0.0,0.002,0.833,4.486,0.001,10.986,5.858,0.733,4.593,0.927,7.83,184,0.0,0.0,184.0,184.0,0.0,89.0,0.484,92.0,92.0,125.865,0.0,0.0,184.0,184.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
windyakin,train,Human,43.379,0.726,45.459,22.232,80.971,0.031,0.804,3.836,0.0,14.853,0.106,0.922,13.538,0.024,51.652,0.447,0.893,15.977,0.027,50.804,137,17.0,0.574,13.7,5.0,16.303,19.0,0.623,15.222,4.0,21.423,2.0,0.564,3.044,1.0,5.108,5,9,2.75,0.371,2.8,2.5,2.044,0.5
dpvc,train,Human,23.165,0.733,17.318,1.605,31.016,1.425,0.81,10.354,0.028,32.327,5.201,0.844,10.473,0.224,26.032,1.775,0.868,8.261,0.142,23.397,220,31.0,0.665,22.0,3.0,32.629,27.5,0.376,27.5,18.5,20.319,2.0,0.53,3.333,2.0,4.407,4,8,1.0,0.382,2.2,1.5,1.932,0.4
edsu,train,Human,5.069,0.792,11.164,1.853,25.463,0.163,0.894,5.266,0.0,28.229,3.301,0.838,7.455,0.634,19.995,1.962,0.87,5.33,0.131,16.885,227,3.0,0.709,7.828,2.0,15.199,14.0,0.441,17.462,15.0,16.746,1.0,0.564,3.068,1.0,5.193,13,13,1.0,0.414,2.276,1.0,2.12,0.448
cloud-fan,train,Human,1.53,0.67,1.626,0.304,2.81,94.714,0.346,39.62,0.244,54.223,0.299,0.905,2.054,0.023,7.964,0.728,0.871,1.967,0.159,7.096,105,48.5,0.462,52.5,52.5,68.589,9.0,0.43,21.0,16.0,19.455,42.0,0.587,21.0,3.0,26.944,2,5,2.0,0.333,3.0,3.0,2.828,1.0
bhombot,train,Bot,0.001,0.959,16.869,0.001,79.023,0.0,0.0,0.0,0.0,0.0,292.554,0.577,172.814,119.741,217.556,0.001,0.961,16.084,0.001,77.202,44,0.0,0.065,1.073,1.0,0.346,20.0,0.606,14.667,2.0,22.811,0.0,0.044,1.048,1.0,0.309,1,3,0.0,0.065,1.073,1.0,0.346,0.024
ceciliabot,train,Human,67.101,0.706,86.373,17.291,136.942,0.15,0.434,56.081,0.0,117.014,,0.0,,,0.0,147.037,0.682,93.202,17.291,132.025,23,4.5,0.196,11.5,11.5,6.364,0.0,0.0,23.0,23.0,0.0,1.0,0.261,1.533,1.0,0.915,1,1,0.0,0.0,1.0,1.0,0.0,0.5
jakebailey,train,Human,1.655,0.845,3.953,0.234,10.063,0.016,0.883,1.148,0.0,5.785,0.975,0.866,2.696,0.086,7.258,0.93,0.874,2.781,0.095,8.248,227,6.5,0.65,8.407,3.0,13.548,27.5,0.512,18.917,11.5,18.574,1.0,0.366,1.831,1.0,1.829,10,12,1.5,0.36,2.37,2.0,1.884,0.37
blueset,train,Human,33.045,0.639,28.608,11.99,42.308,0.0,0.661,1.162,0.0,4.424,25.214,0.652,27.881,17.682,46.064,23.094,0.714,21.362,6.615,37.751,100,0.0,0.394,1.754,1.0,2.586,10.0,0.638,11.111,2.0,16.058,0.0,0.245,1.389,1.0,1.015,47,9,0.0,0.125,1.158,1.0,0.527,0.825
reg-suit[bot],train,Bot,42.996,0.503,42.67,28.894,42.184,1.134,0.711,7.362,0.0,20.094,,0.0,,,0.0,42.26,0.647,28.036,12.896,37.879,78,5.5,0.5,5.571,3.0,6.098,0.0,0.0,78.0,78.0,0.0,1.0,0.314,1.773,1.0,1.217,13,1,0.0,0.0,1.0,1.0,0.0,0.929
t4rk1n,train,Human,6.553,0.794,12.397,1.035,24.19,16.633,0.81,37.122,0.046,111.119,2.64,0.869,10.303,0.416,35.815,2.71,0.86,9.338,0.509,31.687,233,7.5,0.796,21.182,3.0,53.922,21.0,0.558,21.182,13.0,27.611,5.0,0.593,5.295,2.0,7.648,8,11,2.0,0.504,2.818,1.0,3.401,0.727
blockstack-devops,train,Bot,14.713,0.75,14.315,3.469,35.057,0.84,0.917,13.436,0.004,50.458,0.676,0.894,5.157,0.001,20.254,0.001,0.933,3.736,0.001,16.263,168,30.0,0.429,33.6,19.0,30.005,3.0,0.421,33.6,22.0,34.847,5.0,0.444,7.304,5.0,8.138,2,5,1.0,0.095,4.2,4.0,0.837,0.4
dantleech,train,Human,14.718,0.6,16.145,9.637,20.597,1.411,0.764,4.321,0.005,10.883,7.289,0.8,7.132,0.214,15.162,3.649,0.842,5.318,0.147,13.128,225,3.0,0.767,12.5,2.0,27.415,15.0,0.623,16.071,8.0,26.508,3.0,0.547,3.814,2.0,4.862,11,14,2.0,0.431,2.667,2.0,2.612,0.611
win11bot,train,Bot,,0.0,,,0.0,0.0,0.0,187.427,187.427,0.0,0.308,0.827,0.743,0.003,1.797,0.444,0.854,0.901,0.003,2.539,209,0.0,0.0,209.0,209.0,0.0,58.0,0.37,69.667,31.0,66.973,0.0,0.0,209.0,209.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
zserge,train,Human,64.07,0.661,71.314,32.889,114.974,48.869,0.658,36.363,0.066,77.096,39.694,0.816,36.977,1.706,84.759,14.768,0.846,24.08,0.56,64.048,83,5.25,0.7,10.375,3.0,19.885,7.25,0.589,10.375,5.5,14.937,3.5,0.538,4.368,2.0,5.112,4,8,2.25,0.389,2.25,1.0,1.909,0.5
minikube-bot,train,Bot,0.139,0.926,2.267,0.001,9.706,0.0,0.854,2.421,0.0,10.942,0.021,0.922,2.09,0.001,8.804,0.002,0.949,1.698,0.0,8.159,284,81.0,0.285,142.0,142.0,114.551,34.5,0.433,47.333,38.5,42.425,1.0,0.586,2.757,1.0,12.231,2,6,1.0,0.167,3.0,3.0,1.414,1.0
oneamexbot,train,Bot,,0.0,,,0.0,0.0,0.0,542.559,542.559,0.0,0.002,0.857,60.284,0.001,180.822,0.002,0.889,49.324,0.001,163.56,12,0.0,0.0,12.0,12.0,0.0,1.0,0.25,3.0,3.0,1.633,0.0,0.0,12.0,12.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
shoyer,train,Human,18.508,0.776,15.385,1.826,32.175,0.37,0.826,7.665,0.0,26.329,6.952,0.811,9.024,0.505,22.353,5.773,0.839,10.259,0.461,26.673,186,4.0,0.702,8.455,3.0,17.936,8.5,0.369,15.5,12.0,11.759,2.0,0.397,2.241,1.0,2.064,15,12,2.75,0.381,2.318,1.0,1.783,0.682
asmeurer,train,Human,9.995,0.778,8.497,0.397,16.52,0.088,0.78,1.897,0.0,6.375,4.748,0.812,6.134,0.112,12.83,4.595,0.812,6.031,0.162,13.407,215,5.75,0.651,8.269,3.0,12.54,30.0,0.551,19.545,6.0,21.787,1.0,0.316,1.72,1.0,1.255,12,11,2.0,0.402,2.231,1.0,2.006,0.462
anieeg,train,Human,16.73,0.84,55.937,1.038,142.288,102.493,0.346,73.454,10.298,96.043,1.788,0.91,7.551,0.471,40.729,1.629,0.898,5.774,0.421,31.969,193,92.5,0.479,96.5,96.5,130.815,37.0,0.552,27.571,15.0,32.629,45.0,0.61,21.444,3.0,26.735,1,7,2.0,0.25,4.0,4.0,2.828,0.5
openrct2-git-bot,train,Bot,,0.0,,,0.0,0.0,0.0,732.344,732.344,0.0,,0.0,,,0.0,9.243,0.553,7.397,4.103,8.552,100,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
rowanwins,train,Human,70.841,0.63,33.798,0.291,47.079,71.883,0.559,99.356,0.098,200.053,0.77,0.919,25.216,0.039,90.269,1.348,0.909,23.91,0.04,83.461,33,11.25,0.538,8.25,5.0,9.912,2.0,0.234,4.714,4.0,2.215,7.25,0.5,5.5,3.5,5.718,3,7,4.25,0.365,3.25,3.0,2.63,0.75
pmrsbot,train,Bot,15.885,0.681,13.383,3.564,20.661,16.5,0.653,21.038,0.753,49.097,6.501,0.716,9.717,1.973,18.518,12.835,0.656,11.646,4.186,18.631,189,42.5,0.225,94.5,94.5,60.104,81.0,0.571,63.0,13.0,91.848,2.0,0.476,2.953,2.0,3.425,2,3,0.0,0.0,3.0,3.0,0.0,1.0
alshakero,train,Human,0.055,0.41,0.067,0.067,0.077,320.163,0.486,216.398,8.867,367.16,0.572,0.915,3.279,0.124,14.273,0.591,0.912,3.199,0.122,13.52,204,101.0,0.495,102.0,102.0,142.836,20.0,0.351,22.667,22.0,15.922,82.5,0.539,68.0,37.0,86.758,1,9,4.0,0.4,5.0,5.0,5.657,0.5
czerwonk,train,Human,11.465,0.626,7.349,2.866,9.351,19.606,0.687,23.187,0.074,46.026,3.136,0.778,4.911,0.282,8.984,5.248,0.784,5.318,0.354,10.024,258,1.5,0.852,16.125,1.0,50.843,7.5,0.73,43.0,8.5,87.313,6.0,0.574,5.733,2.0,7.114,11,6,0.0,0.244,1.375,1.0,1.088,0.688
gpbl,train,Human,21.003,0.64,17.183,9.641,22.273,27.496,0.416,33.9,0.0,61.391,1.668,0.838,5.109,0.1,11.502,1.601,0.846,4.65,0.119,11.064,228,0.0,0.87,17.538,1.0,59.63,20.0,0.609,17.538,7.0,26.654,13.0,0.72,10.857,1.0,19.709,12,13,0.0,0.443,1.923,1.0,3.328,0.923
google-ml-butler[bot],train,Bot,6.42,0.69,5.643,3.226,8.838,0.086,0.698,3.131,0.0,7.122,,0.0,,,0.0,0.128,0.877,2.353,0.007,6.199,103,19.25,0.578,17.167,6.0,22.212,0.0,0.0,103.0,103.0,0.0,1.5,0.562,3.679,1.5,4.959,3,1,0.0,0.0,1.0,1.0,0.0,0.5
jaredallard,train,Human,3.419,0.824,4.946,0.268,11.398,0.024,0.888,1.352,0.0,5.748,0.467,0.89,2.915,0.062,8.887,0.46,0.892,2.496,0.038,7.844,163,5.0,0.67,6.269,2.0,14.941,16.25,0.646,11.643,3.0,17.005,2.0,0.446,2.508,1.0,2.824,6,14,1.75,0.376,2.077,1.0,1.809,0.231
thiefmaster,train,Human,2.5,0.849,4.233,0.131,10.806,0.125,0.798,1.684,0.0,6.557,2.646,0.822,4.081,0.16,9.638,1.51,0.848,3.335,0.146,8.772,202,5.0,0.679,7.214,2.0,16.685,23.0,0.597,15.538,7.0,19.56,1.0,0.339,1.772,1.0,1.678,15,13,1.0,0.356,1.786,1.0,1.707,0.536
joeytalbot,train,Human,0.0,0.0,334.647,334.647,0.0,675.335,0.0,675.335,675.335,955.068,84.534,0.74,84.851,2.37,166.535,2.656,0.788,51.07,1.502,97.001,34,16.0,0.471,17.0,17.0,22.627,8.0,0.647,8.5,1.5,14.341,16.0,0.471,17.0,17.0,22.627,2,4,1.5,0.3,2.5,2.5,2.121,1.0
bnaras,train,Human,87.277,0.649,55.383,14.953,73.426,0.088,0.581,22.86,0.0,65.903,17.441,0.803,29.003,0.081,56.133,19.931,0.791,30.224,0.579,56.91,38,7.5,0.571,5.429,1.0,6.973,3.25,0.467,4.75,3.5,5.203,1.0,0.495,2.533,1.0,3.182,5,8,2.5,0.375,2.286,1.0,1.89,0.714
porter-deployment-app[bot],train,Bot,44.629,0.66,49.527,21.391,73.68,0.006,0.95,2.2,0.001,10.466,0.111,0.915,10.653,0.0,38.905,0.129,0.915,10.615,0.0,38.811,201,3.0,0.38,6.931,6.0,6.403,15.25,0.228,50.25,65.0,30.17,2.25,0.318,4.786,3.0,4.625,17,4,0.0,0.03,3.103,3.0,0.31,0.586
gburgett,train,Human,47.588,0.411,66.183,67.908,60.851,25.718,0.614,37.656,0.663,85.568,2.277,0.836,9.85,0.143,23.135,3.944,0.869,17.376,0.144,47.898,45,15.5,0.459,15.0,8.0,16.643,1.25,0.581,5.625,3.0,9.486,9.25,0.464,5.625,4.0,5.208,3,8,3.5,0.467,3.333,1.0,4.041,1.0
salmonb,train,Human,1.633,0.902,7.992,0.011,26.887,0.0,0.885,0.869,0.0,5.891,0.507,0.902,14.314,0.041,46.646,1.096,0.906,6.834,0.024,24.136,289,14.75,0.528,14.45,8.0,16.829,6.75,0.8,36.125,4.5,88.905,0.0,0.193,1.296,1.0,0.823,4,8,1.0,0.278,1.8,1.5,1.005,0.2
wingetbot,train,Bot,0.043,0.65,0.03,0.002,0.049,0.609,0.416,0.351,0.262,0.429,0.001,0.767,0.018,0.001,0.038,0.0,0.895,0.013,0.0,0.044,113,51.5,0.456,56.5,56.5,72.832,27.25,0.706,28.25,2.5,52.506,33.25,0.617,28.25,11.5,41.258,2,4,0.0,0.0,2.0,2.0,0.0,1.0
josemduarte,train,Human,63.154,0.752,71.367,16.899,123.679,24.474,0.648,23.705,0.013,52.087,21.636,0.854,36.841,0.355,91.092,16.184,0.879,21.53,0.408,65.462,86,2.5,0.634,5.733,2.0,9.231,3.0,0.681,7.818,3.0,16.726,2.75,0.587,4.3,1.5,5.966,8,11,1.0,0.324,2.0,2.0,1.414,0.533
rco-odoo,train,Human,3.123,0.864,9.648,0.218,29.356,0.656,0.807,8.515,0.0,35.638,2.811,0.852,7.412,0.218,20.044,1.971,0.877,6.663,0.292,22.229,204,17.5,0.693,29.143,6.0,52.695,58.0,0.502,40.8,41.0,41.722,1.0,0.525,2.72,1.0,4.549,2,5,1.5,0.21,2.143,2.0,0.9,0.286
michelaquino,train,Human,90.424,0.704,51.756,0.025,83.092,0.0,0.0,27.842,0.0,73.663,34.651,0.112,155.229,155.229,49.004,137.883,0.66,63.179,0.541,89.631,9,0.0,0.19,1.286,1.0,0.756,2.0,0.296,3.0,3.0,2.0,0.0,0.19,1.286,1.0,0.756,2,3,0.0,0.0,1.0,1.0,0.0,0.286
